Level,Date and Time,Source,Event ID,Task Category
Information,12/4/2019 5:02:54 PM,Service Control Manager,7036,None,The TCP/IP NetBIOS Helper service entered the stopped state.
Information,12/4/2019 5:02:54 PM,Service Control Manager,7042,None,"The TCP/IP NetBIOS Helper service was successfully sent a stop control.

 The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]

 Comment: None"
Information,12/4/2019 5:02:52 PM,Microsoft-Windows-Iphlpsvc,4201,None,Isatap interface isatap.zion.js is no longer active.
Information,12/4/2019 4:58:37 PM,Service Control Manager,7036,None,The SPP Notification Service service entered the running state.
Information,12/4/2019 4:58:14 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the stopped state.
Information,12/4/2019 4:57:52 PM,Service Control Manager,7036,None,The Apache Tomcat 8.0 Tomcat8 service entered the running state.
Information,12/4/2019 4:57:50 PM,Service Control Manager,7036,None,The Apache Tomcat 8.0 Tomcat8 service entered the stopped state.
Information,12/4/2019 4:57:37 PM,Service Control Manager,7036,None,The Virtual Disk service entered the running state.
Information,12/4/2019 4:57:37 PM,Virtual Disk Service,3,None,Service started.
Information,12/4/2019 4:57:15 PM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,12/4/2019 4:55:42 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/4/2019 4:55:13 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/4/2019 4:52:40 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the running state.
Information,12/4/2019 4:52:16 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the stopped state.
Information,12/4/2019 4:49:26 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the running state.
Information,12/4/2019 4:45:16 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/4/2019 4:45:14 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/4/2019 4:39:19 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/4/2019 4:35:32 PM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information,12/4/2019 4:30:41 PM,Service Control Manager,7036,None,The Network Connections service entered the running state.
Information,12/4/2019 4:30:40 PM,Service Control Manager,7036,None,The Portable Device Enumerator Service service entered the stopped state.
Information,12/4/2019 4:30:39 PM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/4/2019 4:30:38 PM,Service Control Manager,7036,None,The Distributed Transaction Coordinator service entered the running state.
Information,12/4/2019 4:30:37 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/4/2019 4:30:37 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
Information,12/4/2019 4:30:37 PM,Service Control Manager,7036,None,The Windows Font Cache Service service entered the running state.
Information,12/4/2019 4:30:37 PM,Service Control Manager,7036,None,The Diagnostic System Host service entered the running state.
Information,12/4/2019 4:30:37 PM,Service Control Manager,7036,None,The Diagnostic Policy Service service entered the running state.
Information,12/4/2019 4:30:36 PM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information,12/4/2019 4:30:35 PM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information,12/4/2019 4:30:35 PM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information,12/4/2019 4:30:35 PM,Service Control Manager,7036,None,The Background Intelligent Transfer Service service entered the running state.
Information,12/4/2019 4:28:53 PM,Service Control Manager,7036,None,The Remote Desktop Configuration service entered the running state.
Information,12/4/2019 4:28:49 PM,Service Control Manager,7036,None,The Certificate Propagation service entered the running state.
Information,12/4/2019 4:28:48 PM,Service Control Manager,7036,None,The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information,12/4/2019 4:28:46 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/4/2019 4:28:44 PM,Service Control Manager,7036,None,The IPsec Policy Agent service entered the running state.
Information,12/4/2019 4:28:43 PM,Service Control Manager,7036,None,The Remote Desktop Services service entered the running state.
Information,12/4/2019 4:28:42 PM,Service Control Manager,7036,None,The Network List Service service entered the running state.
Information,12/4/2019 4:28:42 PM,Service Control Manager,7036,None,The Portable Device Enumerator Service service entered the running state.
Information,12/4/2019 4:28:42 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/4/2019 4:28:41 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/4/2019 4:28:38 PM,Microsoft-Windows-Iphlpsvc,4200,None,Isatap interface isatap.zion.js with address fe80::5efe:172.24.0.109 has been brought up.
Error,12/4/2019 4:28:37 PM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) failed to load: 
cdrom"
Information,12/4/2019 4:28:37 PM,Service Control Manager,7036,None,The wampmysqld service entered the running state.
Information,12/4/2019 4:28:34 PM,Service Control Manager,7036,None,The Server service entered the running state.
Information,12/4/2019 4:28:32 PM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The IP Helper service entered the running state.
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the running state.
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The World Wide Web Publishing Service service entered the running state.
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The Windows Management Instrumentation service entered the running state.
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The Windows Process Activation Service service entered the running state.
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The Windows Licensing Monitoring Service service entered the running state.
Information,12/4/2019 4:28:32 PM,Service Control Manager,7036,None,The wampapache service entered the running state.
Information,12/4/2019 4:28:32 PM,Microsoft-Windows-WinRM,10121,None,"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information,12/4/2019 4:28:32 PM,Microsoft-Windows-WinRM,10148,None,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information,12/4/2019 4:28:31 PM,SNMP,1001,None,The SNMP Service has started successfully.
Information,12/4/2019 4:28:30 PM,Service Control Manager,7036,None,The MEDC Server Component - Apache service entered the running state.
Information,12/4/2019 4:28:29 PM,Service Control Manager,7036,None,The Apache Tomcat 8.0 Tomcat8 service entered the running state.
Information,12/4/2019 4:28:28 PM,Service Control Manager,7036,None,The OpenSSH Server service entered the running state.
Information,12/4/2019 4:28:28 PM,Service Control Manager,7036,None,The Distributed Link Tracking Client service entered the running state.
Information,12/4/2019 4:28:26 PM,Service Control Manager,7036,None,The SNMP Service service entered the running state.
Information,12/4/2019 4:28:26 PM,Service Control Manager,7036,None,The Remote Registry service entered the running state.
Error,12/4/2019 4:28:26 PM,SNMP,1500,None,The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information,12/4/2019 4:28:25 PM,Service Control Manager,7036,None,The Network Location Awareness service entered the running state.
Information,12/4/2019 4:28:23 PM,Service Control Manager,7036,None,The ManageEngine Desktop Central Server service entered the running state.
Information,12/4/2019 4:28:21 PM,Service Control Manager,7036,None,The jmx service entered the running state.
Information,12/4/2019 4:28:21 PM,Service Control Manager,7036,None,The MEDC Server Component - Notification Server service entered the running state.
Information,12/4/2019 4:28:21 PM,Service Control Manager,7036,None,The jenkins service entered the running state.
Information,12/4/2019 4:28:20 PM,Service Control Manager,7036,None,The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the running state.
Information,12/4/2019 4:28:18 PM,Service Control Manager,7036,None,The domain1 GlassFish Server service entered the running state.
Information,12/4/2019 4:28:18 PM,Service Control Manager,7036,None,The Microsoft FTP Service service entered the running state.
Information,12/4/2019 4:28:18 PM,Service Control Manager,7036,None,The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Application Host Helper Service service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Cryptographic Services service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Print Spooler service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Security Accounts Manager service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Workstation service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Windows Firewall service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Base Filtering Engine service entered the running state.
Information,12/4/2019 4:28:17 PM,Service Control Manager,7036,None,The Task Scheduler service entered the running state.
